City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
486,Simoes,BR,-7.5989,-40.8178,72.28,68,98,4.85,moderate rain
487,Muisne,EC,0.6,-80.0333,77.14,88,100,8.12,overcast clouds
488,Dezful,IR,32.3811,48.4058,85.06,18,21,2.19,few clouds
489,Mount Isa,AU,-20.7333,139.5,80.37,32,19,16.11,few clouds
490,Gat,IL,31.61,34.7642,70.39,100,90,0.63,overcast clouds
491,Sinop,TR,41.7711,34.8709,60.17,53,11,2.64,few clouds
492,Mabaruma,GY,8.2,-59.7833,75.61,92,100,3.65,overcast clouds
493,Zharkent,KZ,44.1628,80.0,76.48,34,49,6.46,scattered clouds
494,Payson,US,40.0444,-111.7321,71.08,43,0,21.85,clear sky
495,Ust-Nera,RU,64.5667,143.2,38.82,81,100,4.92,overcast clouds
496,Capim Grosso,BR,-11.3811,-40.0128,68.23,96,85,2.48,overcast clouds
497,Santa Maria,BR,-29.6842,-53.8069,48.18,86,100,11.54,overcast clouds
498,Chazuta,PE,-6.5742,-76.1367,73.29,98,90,1.05,overcast clouds
499,General Roca,AR,-39.0333,-67.5833,43.02,55,0,4.52,clear sky
500,Palu,ID,-0.8917,119.8707,83.62,89,98,3.78,overcast clouds
501,San Juan,AR,-31.5375,-68.5364,48.54,43,0,8.39,clear sky
502,Mazagao,BR,-0.115,-51.2894,82.45,98,89,2.3,overcast clouds
503,Zaraza,VE,9.3503,-65.3245,75.43,91,100,3.49,overcast clouds
504,Destin,US,30.3935,-86.4958,78.85,87,0,6.91,clear sky
505,Maniitsoq,GL,65.4167,-52.9,31.44,72,3,4.56,clear sky
506,Coahuayana,MX,18.7333,-103.6833,73.56,75,70,2.15,broken clouds
507,Kazanskaya,RU,45.4106,40.4361,56.84,80,100,12.39,light rain
508,Naantali,FI,60.4674,22.0243,42.12,70,0,8.05,clear sky
509,Shar,KZ,49.5886,81.0453,80.02,24,16,3.36,few clouds
510,Hlotse,LS,-28.8718,28.045,44.47,68,0,1.45,clear sky
511,Pringsewu,ID,-5.3582,104.9744,89.64,55,97,3.94,overcast clouds
512,Varna,BG,43.2167,27.9167,68.23,100,8,2.3,mist
513,Nowy Dwor Gdanski,PL,54.2131,19.1177,47.68,69,71,5.79,broken clouds
514,Milledgeville,US,33.0801,-83.2321,73.54,75,0,3.44,clear sky
515,Villa Sandino,NI,12.0483,-84.9936,74.01,88,100,5.57,overcast clouds
516,Chalons-En-Champagne,FR,48.9539,4.3672,56.43,95,100,4.23,overcast clouds
517,Leningradskiy,RU,69.3833,178.4167,31.03,91,87,12.97,overcast clouds
518,Paita,PE,-5.0892,-81.1144,66.56,81,88,8.84,overcast clouds
519,Minot,US,48.2325,-101.2963,57.42,62,100,11.5,overcast clouds
520,Voh,NC,-20.9667,164.7,81.18,64,88,3.98,overcast clouds
521,Governador Valadares,BR,-18.8511,-41.9494,66.47,92,35,2.51,scattered clouds
522,Riosucio,CO,5.4216,-75.7032,59.92,99,100,0.83,overcast clouds
523,Nanakuli,US,21.3906,-158.1547,78.75,76,100,5.75,overcast clouds
524,Pontian Kecil,MY,1.4801,103.3899,89.92,68,93,5.5,overcast clouds
525,Sitka,US,57.0531,-135.33,48.09,71,100,6.91,overcast clouds
526,Sheridan,US,44.8333,-106.9173,61.18,70,100,4.61,overcast clouds
527,Anzio,IT,41.4853,12.6179,69.31,61,68,3.71,broken clouds
528,Heihe,CN,50.2441,127.4902,59.58,25,35,11.77,scattered clouds
529,Samandag,TR,36.0842,35.9771,77.52,69,7,4.52,clear sky
530,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.54,99,99,0.94,overcast clouds
531,Manuk Mangkaw,PH,4.8,119.85,81.79,78,97,9.1,light rain
532,Batangafo,CF,7.3008,18.2833,73.29,80,69,3.13,broken clouds
533,Baruun-Urt,MN,46.6806,113.2792,68.23,17,11,11.77,few clouds
534,Conde,BR,-7.2597,-34.9075,76.46,100,75,3.44,broken clouds
535,Del Pilar,PH,15.0333,120.7,91.17,50,96,10.38,overcast clouds
536,Pangnirtung,CA,66.1451,-65.7125,17.37,79,81,7.56,broken clouds
537,Palmer,US,42.1584,-72.3287,61.45,84,75,6.91,broken clouds
538,Williamsburg,US,37.2707,-76.7075,71.35,73,0,9.22,clear sky
539,Ostersund,SE,63.1792,14.6357,32.45,74,0,4.61,clear sky
540,Hengshui,CN,37.7322,115.7011,93.16,8,11,9.24,few clouds
541,Chumikan,RU,54.7183,135.315,35.31,88,100,10.02,overcast clouds
542,Nuuk,GL,64.1835,-51.7216,29.01,100,75,9.22,broken clouds
543,Monywa,MM,22.1167,95.1333,92.64,51,94,3.62,overcast clouds
544,Luzhou,CN,28.8724,105.4405,63.79,90,100,2.48,overcast clouds
545,Buraydah,SA,26.326,43.975,79.25,23,0,9.95,clear sky
546,Itaituba,BR,-4.2761,-55.9836,73.54,99,99,1.1,overcast clouds
547,Kimbe,PG,-5.5502,150.1429,84.2,74,40,3.65,light rain
548,Saint-Francois,FR,46.4154,3.9054,55.67,100,20,0.0,fog
549,Aklavik,CA,68.2191,-135.0107,30.61,85,100,10.92,overcast clouds
550,Najran,SA,17.4924,44.1277,68.65,6,2,4.7,clear sky
551,Rusape,ZW,-18.5278,32.1284,52.27,91,78,6.82,broken clouds
552,Mogadishu,SO,2.0371,45.3438,82.27,78,40,14.97,scattered clouds
553,Aykhal,RU,66.0,111.5,34.65,79,98,9.51,overcast clouds
554,Menongue,AO,-14.6585,17.691,51.31,62,6,4.54,clear sky
555,Suicheng,CN,33.8963,117.9331,87.82,15,0,15.35,clear sky
556,Manta,EC,-0.95,-80.7333,74.98,88,100,5.75,overcast clouds
557,Kalmunai,LK,7.4167,81.8167,89.37,60,73,7.23,broken clouds
558,Rayagada,IN,19.1667,83.4167,100.31,40,19,4.97,few clouds
559,Maxixe,MZ,-23.8597,35.3472,71.42,88,75,14.97,broken clouds
560,Rincon,US,32.296,-81.2354,76.96,83,0,8.05,clear sky
561,Lerwick,GB,60.1545,-1.1494,50.0,94,100,17.9,overcast clouds
562,Olga,RU,43.7444,135.2892,60.91,52,14,6.87,few clouds
563,Japura,ID,-0.3167,102.35,93.99,50,86,2.17,overcast clouds
564,Beyla,GN,8.6833,-8.6333,67.75,97,64,3.53,broken clouds
565,Ballina,AU,-28.8667,153.5667,68.77,83,100,9.01,overcast clouds
566,Narasannapeta,IN,18.4167,84.05,92.7,58,5,12.91,clear sky
567,Quijingue,BR,-10.7525,-39.2092,69.3,95,98,2.51,overcast clouds
568,Nouadhibou,MR,20.931,-17.0347,73.38,46,0,19.57,clear sky
569,Meghri,AM,38.9029,46.2446,61.07,84,50,4.63,scattered clouds
570,Uruzgan,AF,32.8333,66.0,78.94,15,0,2.21,clear sky
571,Hobyo,SO,5.3505,48.5268,83.12,68,5,21.36,clear sky
572,Havre,FR,49.5833,0.3333,60.57,82,100,3.44,overcast clouds
573,Beringen,BE,51.0507,5.2216,59.77,88,75,3.44,broken clouds
574,Bubaque,GW,11.2833,-15.8333,79.03,86,73,10.83,broken clouds
575,Kloulklubed,PW,7.0419,134.2556,82.9,74,10,12.93,clear sky
576,Charters Towers,AU,-20.1,146.2667,83.71,39,29,9.98,scattered clouds
577,Hakkari,TR,37.5833,44.1667,44.38,100,20,3.44,few clouds
578,Juneau,US,58.3019,-134.4197,48.2,81,75,13.8,broken clouds
579,Vostok,RU,46.4856,135.8833,61.97,30,25,7.65,scattered clouds
580,Galesong,ID,-5.3166,119.3661,87.82,70,34,5.93,scattered clouds
581,Ucluelet,CA,48.9329,-125.5528,47.08,82,69,1.9,broken clouds
582,Altamira,BR,-3.2033,-52.2064,71.98,99,100,1.77,overcast clouds
583,Cadiz,ES,36.5,-5.75,60.13,75,0,2.71,clear sky
584,Amapa,BR,1.0,-52.0,72.95,99,100,1.21,overcast clouds
585,Bardiyah,LY,31.7561,25.0865,68.14,54,0,5.1,clear sky
586,Gazanjyk,TM,39.2446,55.5154,73.24,55,32,14.76,scattered clouds
587,Hay River,CA,60.8156,-115.7999,44.58,70,60,6.91,broken clouds
588,Srednekolymsk,RU,67.45,153.6833,51.53,57,15,4.45,few clouds
589,Edd,ER,13.9297,41.6925,90.81,34,2,3.13,clear sky
590,Iskateley,RU,67.6803,53.1512,35.65,86,100,14.63,overcast clouds
591,Cedar City,US,37.6775,-113.0619,67.39,15,0,9.22,clear sky
592,Sergeyevka,KZ,53.88,67.4158,62.35,47,6,21.5,clear sky
593,Buchin,RO,45.3667,22.25,66.36,70,81,1.83,broken clouds
594,Atalaia,BR,-9.5019,-36.0228,73.9,95,88,2.21,overcast clouds
595,Santa Isabel,BR,-23.3156,-46.2214,58.3,93,56,3.51,broken clouds
596,Bloemfontein,ZA,-29.1211,26.214,36.88,87,0,0.0,clear sky
597,Zhanaozen,KZ,43.3,52.8,66.79,45,80,6.82,broken clouds
598,Santa Rosalia,MX,27.3167,-112.2833,74.34,40,3,5.73,clear sky
599,Nanao,JP,37.05,136.9667,73.27,39,100,3.78,overcast clouds
600,Waingapu,ID,-9.6567,120.2641,85.53,70,71,8.81,broken clouds
601,Enumclaw,US,47.2043,-121.9915,50.95,79,91,3.51,overcast clouds
602,Taoudenni,ML,22.6783,-3.9836,84.81,10,2,8.97,clear sky
603,Meulaboh,ID,4.1363,96.1285,86.14,66,65,5.48,broken clouds
604,Salinopolis,BR,-0.6136,-47.3561,78.94,88,99,9.62,overcast clouds
605,Balkhash,KZ,46.844,74.9804,79.41,25,0,6.71,clear sky
606,Morehead,US,37.2711,-87.1764,61.99,90,0,0.0,clear sky
607,Almaznyy,RU,48.0448,40.045,54.27,60,99,13.35,overcast clouds
608,Kursenai,LT,55.985,22.9189,41.25,67,0,14.85,clear sky
609,Arroio Grande,BR,-32.2375,-53.0869,51.44,78,100,19.64,overcast clouds
610,Tuxpan,MX,19.55,-103.4,67.39,59,100,1.99,overcast clouds
611,Karachi,PK,24.9056,67.0822,91.22,38,0,13.8,haze
612,Severo-Kurilsk,RU,50.6789,156.125,42.84,79,22,6.17,few clouds
613,Matara,LK,5.9485,80.5353,82.11,86,78,13.42,broken clouds
614,Ranong,TH,9.9658,98.6348,87.73,85,98,4.92,overcast clouds
615,Camden,US,39.7835,-74.9663,64.17,69,1,1.99,clear sky
616,Bosaso,SO,11.2842,49.1816,94.98,38,0,11.5,clear sky
617,Komsomolskiy,UZ,40.4272,71.7189,75.92,41,94,4.61,overcast clouds
618,Asau,RO,46.4333,26.4,61.95,63,68,1.43,broken clouds
619,La Asuncion,VE,11.0333,-63.8628,78.53,94,81,13.8,broken clouds
620,Dracena,BR,-21.4843,-51.535,50.0,62,21,10.27,few clouds
621,Carballo,ES,43.213,-8.691,62.91,91,70,7.7,broken clouds
622,Ismailia,EG,30.6043,32.2723,68.83,63,33,3.62,scattered clouds
623,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,71,25,14.52,scattered clouds
624,Nola,IT,40.922,14.5329,66.38,88,24,0.98,few clouds
625,Manggar,ID,-2.8833,108.2667,87.13,61,100,2.95,overcast clouds
626,Arman,RU,59.7,150.1667,39.02,99,100,1.36,light rain
627,Chirongui,YT,-12.9319,45.1483,82.33,67,2,16.04,clear sky
628,Nuevitas,CU,21.5453,-77.2644,76.37,86,78,4.14,broken clouds
629,Kupang,ID,-10.1667,123.5833,87.93,52,18,1.86,few clouds
630,Yatou,CN,37.15,122.3833,73.67,42,9,6.73,clear sky
631,Bull Savanna,JM,17.8868,-77.5902,75.4,87,98,8.59,overcast clouds
632,Sept-Iles,CA,50.2001,-66.3821,40.05,96,100,10.36,light intensity drizzle
633,Marsh Harbour,BS,26.5412,-77.0636,76.17,81,100,11.23,overcast clouds
634,Bikaner,IN,28.0167,73.3,100.18,13,0,16.2,clear sky
635,Ishigaki,JP,24.3448,124.1572,73.53,94,75,14.97,light rain
636,Pervomayskiy,RU,53.2485,40.2871,45.27,75,40,14.65,scattered clouds
637,Lasa,IT,46.6166,10.7002,54.48,89,41,5.46,scattered clouds
638,Egersund,NO,58.4513,5.9997,57.09,51,100,14.25,overcast clouds
639,Sinnamary,GF,5.3833,-52.95,77.81,92,100,11.18,moderate rain
640,Ponta Delgada,PT,37.7333,-25.6667,59.72,63,20,23.02,few clouds
641,Lufilufi,WS,-13.8745,-171.5986,80.38,77,47,11.16,light rain
642,Maymyo,MM,22.0333,96.4667,80.58,61,89,7.07,overcast clouds
643,Santa Marta,CO,11.2408,-74.199,84.25,72,75,3.44,broken clouds
644,Tacna,PE,-18.0056,-70.2483,52.7,78,6,4.09,clear sky
645,Gazli,UZ,40.1333,63.45,87.44,16,77,7.45,broken clouds
646,Sayyan,YE,15.1718,44.3244,63.82,9,1,4.74,clear sky
647,Bukoba,TZ,-1.3317,31.8122,69.78,78,20,5.75,few clouds
648,Zhigansk,RU,66.7697,123.3711,33.42,76,93,4.23,overcast clouds
649,Uspantan,GT,15.3833,-90.8333,52.52,87,98,2.62,overcast clouds
650,Mackay,AU,-21.15,149.2,76.44,75,3,13.53,clear sky
651,Asekeyevo,RU,53.5742,52.7972,54.46,77,58,11.77,light rain
652,Sisimiut,GL,66.9395,-53.6735,29.61,72,3,6.38,clear sky
653,Saint-Georges,GD,12.0564,-61.7485,81.5,75,95,13.38,overcast clouds
654,Kudahuvadhoo,MV,2.6708,72.8944,83.61,79,100,20.71,overcast clouds
655,Lovington,US,32.944,-103.3485,81.45,34,75,1.01,broken clouds
656,Loa Janan,ID,-0.583,117.095,83.46,71,99,6.2,overcast clouds
657,Hangu,CN,39.2489,117.7892,86.04,19,31,6.13,scattered clouds
658,Qasigiannguit,GL,68.8193,-51.1922,21.45,89,9,7.09,clear sky
659,Santa Lucia,ES,27.9117,-15.5407,59.94,76,40,12.66,scattered clouds
660,Awjilah,LY,29.1081,21.2869,76.03,28,0,4.29,clear sky
661,Port Macquarie,AU,-31.4333,152.9167,71.89,57,12,7.83,few clouds
662,Rochester,US,43.1548,-77.6156,54.37,94,40,5.75,scattered clouds
663,Mae Ramat,TH,16.984,98.5166,88.12,65,91,3.58,overcast clouds
664,Gisborne,NZ,-38.6533,178.0042,65.21,80,76,8.21,light rain
665,Bartica,GY,6.4,-58.6167,79.12,99,99,2.17,overcast clouds
666,Jamalpur,BD,24.9167,89.9333,88.14,69,68,11.77,broken clouds
667,Mulchen,CL,-37.7167,-72.2333,43.7,62,3,3.2,clear sky
668,Parnamirim,BR,-5.9156,-35.2628,76.89,100,40,3.44,scattered clouds
669,Weligama,LK,5.9667,80.4167,82.09,85,79,13.56,broken clouds
670,Beyneu,KZ,45.3167,55.2,68.52,46,99,8.25,overcast clouds
671,Bluefields,NI,12.0137,-83.7635,76.14,94,100,1.5,overcast clouds
672,Alice Springs,AU,-23.7,133.8833,76.55,23,10,12.66,clear sky
673,Karratha,AU,-20.7377,116.8463,76.87,77,95,9.22,moderate rain
674,Prabumulih,ID,-3.45,104.25,91.81,54,87,2.1,overcast clouds
675,Asfi,MA,32.2994,-9.2372,63.84,83,0,11.81,clear sky
676,Hot Springs,US,34.5037,-93.0552,66.6,88,0,3.18,clear sky
677,Kadoma,JP,34.7333,135.5833,69.8,56,75,3.44,broken clouds
678,Normandin,CA,48.8333,-72.5321,57.33,94,100,12.66,overcast clouds
679,Atascadero,US,35.4894,-120.6707,59.83,68,8,2.91,clear sky
680,Puquio,PE,-14.7,-74.1333,48.99,42,76,2.48,broken clouds
681,Barcelos,PT,41.5388,-8.6151,64.54,93,99,10.29,overcast clouds
682,Cervo,ES,43.6702,-7.4101,63.97,75,2,7.9,clear sky
683,Latung,PH,5.5,120.8833,82.44,73,100,5.95,light rain
684,Shirgaon,IN,19.7,72.7,86.76,64,19,8.59,few clouds
685,Bembereke,BJ,10.2283,2.6634,76.23,72,88,7.11,overcast clouds
686,Inongo,CD,-1.95,18.2667,70.36,98,100,0.58,overcast clouds
687,Havelock,US,34.8791,-76.9013,69.78,95,100,8.05,thunderstorm
688,Wewak,PG,-3.5534,143.6268,84.67,72,66,8.16,broken clouds
689,Nador,MA,35.174,-2.9287,62.85,77,0,2.3,clear sky
690,Camalu,MX,30.85,-116.0667,58.8,93,6,6.4,clear sky
691,Mao,ES,39.8885,4.2658,64.96,94,100,1.14,overcast clouds
692,Mokobeng,BW,-22.9965,27.6678,53.6,88,0,2.91,clear sky
693,Lovozero,RU,68.005,35.0117,34.95,75,100,16.55,overcast clouds
694,Billings,US,45.7833,-108.5007,58.28,82,100,10.36,overcast clouds
695,Minador Do Negrao,BR,-9.3053,-36.8647,70.07,96,95,3.47,overcast clouds
696,Galveston,US,29.3669,-94.9669,80.56,84,0,10.36,clear sky
697,Carquefou,FR,47.2982,-1.4902,59.07,90,0,5.75,clear sky
698,Sexsmith,CA,55.35,-118.786,47.55,57,75,13.8,broken clouds
699,Biloela,AU,-24.4167,150.5,81.3,48,22,10.63,few clouds
700,Kortkeros,RU,61.8106,51.5806,41.18,78,97,7.99,overcast clouds
701,Glyadyanskoye,RU,54.9075,65.0883,57.72,63,29,16.75,scattered clouds
702,Goulburn,AU,-34.75,149.7167,53.08,64,1,15.43,clear sky
703,Sapanta,RO,47.9667,23.7,52.56,75,93,2.46,overcast clouds
704,Marsabit,KE,2.3284,37.9899,63.73,75,8,16.93,clear sky
705,Araouane,ML,18.9048,-3.5265,81.75,11,1,11.52,clear sky
706,Rundu,NA,-17.9333,19.7667,53.96,58,29,7.25,scattered clouds
707,Pionerskiy,RU,54.9508,20.2275,44.44,66,2,9.15,clear sky
708,Sereflikochisar,TR,38.9393,33.5386,60.15,64,85,3.96,overcast clouds
709,Guanica,PR,17.9716,-66.908,79.21,83,96,10.04,overcast clouds
710,Mount Gambier,AU,-37.8333,140.7667,55.81,68,83,12.53,broken clouds
711,Gizo,SB,-8.103,156.8419,83.79,70,15,6.71,few clouds
712,Nemuro,JP,43.3236,145.575,48.15,86,85,15.17,overcast clouds
713,Belousovka,KZ,50.1339,82.5239,76.05,33,23,4.47,few clouds
714,Camana,PE,-16.6228,-72.7111,65.03,77,28,9.06,scattered clouds
715,Liku,ID,-0.7275,119.8922,82.47,86,97,3.98,overcast clouds
716,Kannur,IN,11.8675,75.3576,77.25,89,100,11.05,moderate rain
717,Sambava,MG,-14.2667,50.1667,76.73,73,11,11.27,few clouds
718,Iwanai,JP,42.9744,140.5089,64.17,47,1,4.92,clear sky
719,Taloqan,AF,36.7361,69.5345,81.07,35,0,4.65,clear sky
720,Yurginskoye,RU,56.8189,67.3921,49.15,93,100,13.65,moderate rain
721,Portachuelo,BO,-17.35,-63.4,65.3,45,100,13.13,overcast clouds
722,Zeya,RU,53.75,127.2667,55.02,24,87,7.9,overcast clouds
723,Uige,AO,-7.6087,15.0613,65.03,67,92,3.09,overcast clouds
724,Nizhniy Ingash,RU,56.2,96.53,74.59,34,73,9.33,broken clouds
725,Tual,ID,-5.6667,132.75,83.73,69,48,14.99,scattered clouds
726,Izumo,JP,35.3667,132.7667,76.89,44,20,10.36,few clouds
727,Cidreira,BR,-30.1811,-50.2056,53.53,75,44,24.36,scattered clouds
728,College,US,64.8569,-147.8028,48.52,70,75,4.61,broken clouds
729,Ashtian,IR,34.5217,50.0019,56.07,20,2,9.46,clear sky
730,Burriana,ES,39.889,-0.085,65.7,73,1,2.57,clear sky
731,Durban,ZA,-29.8579,31.0292,62.02,92,0,5.01,clear sky
